     0.540     0.253     3.104
     0.542     0.250     3.108
     0.544     0.246     3.113
     0.546     0.242     3.118
     0.548     0.239     3.122
     0.550     0.235     3.127
     0.552     0.231     3.132
     0.554     0.228     3.136
     0.556     0.224     3.141
     0.558     0.220     3.145
     0.560     0.217     3.150
     0.562     0.213     3.154
     0.564     0.209     3.159
     0.566     0.206     3.163
     0.568     0.202     3.168
     0.570     0.198     3.172
     0.572     0.195     3.177
     0.574     0.191     3.181
     0.576     0.187     3.185
     0.578     0.184     3.190
     0.580     0.180     3.194
     0.582     0.176     3.198
     0.584     0.173     3.203
     0.586     0.169     3.207
     0.588     0.165     3.211
     0.590     0.161     3.216
     0.592     0.158     3.220
     0.594     0.154     3.224
     0.596     0.150     3.229
     0.598     0.147     3.233
     0.600     0.143     3.237
     0.602     0.139     3.241
     0.604     0.136     3.245
     0.606     0.132     3.250
     0.608     0.128     3.254
     0.610     0.124     3.258
     0.612     0.121     3.262
     0.614     0.117     3.266
     0.616     0.113     3.270
     0.618     0.110     3.274
     0.620     0.106     3.278
     0.622     0.102     3.282
     0.624     0.099     3.286
     0.626     0.095     3.290
     0.628     0.091     3.294
     0.630     0.087     3.298
     0.632     0.084     3.302
     0.634     0.080     3.306
     0.636     0.076     3.310
     0.638     0.073     3.314
     0.640     0.069     3.318
     0.642     0.065     3.322
     0.644     0.062     3.326
     0.646     0.058     3.330
     0.648     0.054     3.334
     0.650     0.050     3.338
     0.652     0.047     3.341
     0.654     0.043     3.345
     0.656     0.039     3.349
     0.658     0.036     3.353
     0.660     0.032     3.357
     0.662     0.028     3.360
     0.664     0.024     3.364
     0.666     0.021     3.368
     0.668     0.017     3.372
     0.670     0.013     3.375
     0.672     0.010     3.379
     0.674     0.006     3.383
     0.676     0.002     3.386
     0.678    -0.002     3.390
     0.680    -0.005     3.394
     0.682    -0.009     3.397
     0.684    -0.013     3.401
     0.686    -0.016     3.404
     0.688    -0.020     3.408
     0.690    -0.024     3.412
     0.692    -0.027     3.415
     0.694    -0.031     3.419
     0.696    -0.035     3.422
     0.698    -0.039     3.426
     0.700    -0.042     3.429
     0.702    -0.046     3.433
     0.704    -0.050     3.436
     0.706    -0.053     3.440
     0.708    -0.057     3.443
     0.710    -0.061     3.447
     0.712    -0.065     3.450
     0.714    -0.068     3.453
     0.716    -0.072     3.457
     0.718    -0.076     3.460
     0.720    -0.079     3.464
     0.722    -0.083     3.467
     0.724    -0.087     3.470
     0.726    -0.090     3.474
     0.728    -0.094     3.477
     0.730    -0.098     3.480
     0.732    -0.102     3.483
     0.734    -0.105     3.487
     0.736    -0.109     3.490
     0.738    -0.113     3.493
     0.740    -0.116     3.497
     0.742    -0.120     3.500
     0.744    -0.124     3.503
     0.746    -0.128     3.506
     0.748    -0.131     3.509
     0.750    -0.135     3.513
     0.752    -0.139     3.516
     0.754    -0.142     3.519
     0.756    -0.146     3.522
     0.758    -0.150     3.525
     0.760    -0.153     3.528
     0.762    -0.157     3.531
     0.764    -0.161     3.534
     0.766    -0.164     3.538
     0.768    -0.168     3.541
     0.770    -0.172     3.544
     0.772    -0.176     3.547
     0.774    -0.179     3.550
     0.776    -0.183     3.553
     0.778    -0.187     3.556
     0.780    -0.190     3.559
     0.782    -0.194     3.562
     0.784    -0.198     3.565
     0.786    -0.201     3.568
     0.788    -0.205     3.571
     0.790    -0.209     3.573
     0.792    -0.212     3.576
     0.794    -0.216     3.579
     0.796    -0.220     3.582
     0.798    -0.224     3.585
     0.800    -0.227     3.588
     0.802    -0.231     3.591
     0.804    -0.235     3.594
     0.806    -0.238     3.596
     0.808    -0.242     3.599
     0.810    -0.246     3.602
     0.812    -0.249     3.605
     0.814    -0.253     3.608
     0.816    -0.257     3.610
     0.818    -0.260     3.613
     0.820    -0.264     3.616
     0.822    -0.268     3.619
     0.824    -0.271     3.621
     0.826    -0.275     3.624
     0.828    -0.279     3.627
     0.830    -0.282     3.629
     0.832    -0.286     3.632
     0.834    -0.290     3.635
     0.836    -0.293     3.637
     0.838    -0.297     3.640
     0.840    -0.301     3.643
     0.842    -0.304     3.645
     0.844    -0.308     3.648
     0.846    -0.312     3.650
     0.848    -0.315     3.653
     0.850    -0.319     3.656
     0.852    -0.323     3.658
     0.854    -0.326     3.661
     0.856    -0.330     3.663
     0.858    -0.334     3.666
     0.860    -0.337     3.668
     0.862    -0.341     3.671
     0.864    -0.345     3.673
     0.866    -0.348     3.676
     0.868    -0.352     3.678
     0.870    -0.356     3.681
     0.872    -0.359     3.683
     0.874    -0.363     3.685
     0.876    -0.367     3.688
     0.878    -0.370     3.690
     0.880    -0.374     3.693
     0.882    -0.377     3.695
     0.884    -0.381     3.697
     0.886    -0.385     3.700
     0.888    -0.388     3.702
     0.890    -0.392     3.704
     0.892    -0.396     3.707
     0.894    -0.399     3.709
     0.896    -0.403     3.711
     0.898    -0.407     3.714
     0.900    -0.410     3.716
     0.902    -0.414     3.718
     0.904    -0.417     3.721
     0.906    -0.421     3.723
     0.908    -0.425     3.725
     0.910    -0.428     3.727
     0.912    -0.432     3.729
     0.914    -0.436     3.732
     0.916    -0.439     3.734
     0.918    -0.443     3.736
     0.920    -0.446     3.738
     0.922    -0.450     3.740
     0.924    -0.454     3.742
     0.926    -0.457     3.745
     0.928    -0.461     3.747
     0.930    -0.465     3.749
     0.932    -0.468     3.751
     0.934    -0.472     3.753
     0.936    -0.475     3.755
     0.938    -0.479     3.757
     0.940    -0.483     3.759
     0.942    -0.486     3.761
     0.944    -0.490     3.763
     0.946    -0.493     3.765
     0.948    -0.497     3.767
     0.950    -0.501     3.769
     0.952    -0.504     3.771
     0.954    -0.508     3.773
     0.956    -0.511     3.775
     0.958    -0.515     3.777
     0.960    -0.519     3.779
     0.962    -0.522     3.781
     0.964    -0.526     3.783
     0.966    -0.529     3.785
     0.968    -0.533     3.787
     0.970    -0.537     3.789
     0.972    -0.540     3.791
     0.974    -0.544     3.793
     0.976    -0.547     3.794
     0.978    -0.551     3.796
     0.980    -0.554     3.798
     0.982    -0.558     3.800
     0.984    -0.562     3.802
     0.986    -0.565     3.804
     0.988    -0.569     3.805
     0.990    -0.572     3.807
     0.992    -0.576     3.809
     0.994    -0.579     3.811
     0.996    -0.583     3.812
     0.998    -0.587     3.814
     1.000    -0.590     3.816
     1.002    -0.594     3.818
     1.004    -0.597     3.819
     1.006    -0.601     3.821
     1.008    -0.604     3.823
     1.010    -0.608     3.825
     1.012    -0.611     3.826
     1.014    -0.615     3.828
     1.016    -0.619     3.830
     1.018    -0.622     3.831
     1.020    -0.626     3.833
     1.022    -0.629     3.834
     1.024    -0.633     3.836
     1.026    -0.636     3.838
     1.028    -0.640     3.839
     1.030    -0.643     3.841
     1.032    -0.647     3.842
     1.034    -0.650     3.844
     1.036    -0.654     3.845
     1.038    -0.657     3.847
     1.040    -0.661     3.849
     1.042    -0.665     3.850
     1.044    -0.668     3.852
     1.046    -0.672     3.853
     1.048    -0.675     3.855
     1.050    -0.679     3.856
     1.052    -0.682     3.858
     1.054    -0.686     3.859
     1.056    -0.689     3.860
     1.058    -0.693     3.862
     1.060    -0.696     3.863
     1.062    -0.700     3.865
     1.064    -0.703     3.866
     1.066    -0.707     3.868
     1.068    -0.710     3.869
     1.070    -0.714     3.870
     1.072    -0.717     3.872
     1.074    -0.721     3.873
     1.076    -0.724     3.874
     1.078    -0.728     3.876
     1.080    -0.731     3.877
     1.082    -0.735     3.878
     1.084    -0.738     3.880
     1.086    -0.742     3.881
     1.088    -0.745     3.882
     1.090    -0.749     3.884
     1.092    -0.752     3.885
     1.094    -0.756     3.886
     1.096    -0.759     3.887
     1.098    -0.763     3.889
     1.100    -0.766     3.890
     1.102    -0.769     3.891
     1.104    -0.773     3.892
     1.106    -0.776     3.893
     1.108    -0.780     3.895
     1.110    -0.783     3.896
     1.112    -0.787     3.897
     1.114    -0.790     3.898
     1.116    -0.794     3.899
     1.118    -0.797     3.900
     1.120    -0.801     3.902
     1.122    -0.804     3.903
     1.124    -0.808     3.904
     1.126    -0.811     3.905
     1.128    -0.814     3.906
     1.130    -0.818     3.907
     1.132    -0.821     3.908
     1.134    -0.825     3.909
     1.136    -0.828     3.910
     1.138    -0.832     3.911
     1.140    -0.835     3.912
     1.142    -0.838     3.913
     1.144    -0.842     3.914
     1.146    -0.845     3.915
     1.148    -0.849     3.916
     1.150    -0.852     3.917
     1.152    -0.856     3.918
     1.154    -0.859     3.919
     1.156    -0.862     3.920
     1.158    -0.866     3.921
     1.160    -0.869     3.922
     1.162    -0.873     3.923
     1.164    -0.876     3.924
     1.166    -0.879     3.925
     1.168    -0.883     3.926
     1.170    -0.886     3.927
     1.172    -0.890     3.928
     1.174    -0.893     3.928
     1.176    -0.896     3.929
     1.178    -0.900     3.930
     1.180    -0.903     3.931
     1.182    -0.907     3.932
     1.184    -0.910     3.933
     1.186    -0.913     3.933
     1.188    -0.917     3.934
     1.190    -0.920     3.935
     1.192    -0.924     3.936
     1.194    -0.927     3.937
     1.196    -0.930     3.937
     1.198    -0.934     3.938
     1.200    -0.937     3.939
     1.202    -0.940     3.940
     1.204    -0.944     3.940
     1.206    -0.947     3.941
     1.208    -0.951     3.942
     1.210    -0.954     3.943
     1.212    -0.957     3.943
     1.214    -0.961     3.944
     1.216    -0.964     3.945
     1.218    -0.967     3.945
     1.220    -0.971     3.946
     1.222    -0.974     3.947
     1.224    -0.977     3.947
     1.226    -0.981     3.948
     1.228    -0.984     3.948
     1.230    -0.987     3.949
     1.232    -0.991     3.950
     1.234    -0.994     3.950
     1.236    -0.997     3.951
     1.238    -1.001     3.951
     1.240    -1.004     3.952
     1.242    -1.007     3.952
     1.244    -1.011     3.953
     1.246    -1.014     3.954
     1.248    -1.017     3.954
     1.250    -1.021     3.955
     1.252    -1.024     3.955
     1.254    -1.027     3.956
     1.256    -1.030     3.956
     1.258    -1.034     3.957
     1.260    -1.037     3.957
     1.262    -1.040     3.958
     1.264    -1.044     3.958
     1.266    -1.047     3.958
     1.268    -1.050     3.959
     1.270    -1.054     3.959
     1.272    -1.057     3.960
     1.274    -1.060     3.960
     1.276    -1.063     3.960
     1.278    -1.067     3.961
     1.280    -1.070     3.961
     1.282    -1.073     3.962
     1.284    -1.076     3.962
     1.286    -1.080     3.962
     1.288    -1.083     3.963
     1.290    -1.086     3.963
     1.292    -1.090     3.963
     1.294    -1.093     3.964
     1.296    -1.096     3.964
     1.298    -1.099     3.964
     1.300    -1.103     3.965
     1.302    -1.106     3.965
     1.304    -1.109     3.965
     1.306    -1.112     3.965
     1.308    -1.116     3.966
     1.310    -1.119     3.966
     1.312    -1.122     3.966
     1.314    -1.125     3.966
     1.316    -1.128     3.967
     1.318    -1.132     3.967
     1.320    -1.135     3.967
     1.322    -1.138     3.967
     1.324    -1.141     3.967
     1.326    -1.145     3.968
     1.328    -1.148     3.968
     1.330    -1.151     3.968
     1.332    -1.154     3.968
     1.334    -1.157     3.968
     1.336    -1.161     3.968
     1.338    -1.164     3.968
     1.340    -1.167     3.968
     1.342    -1.170     3.969
     1.344    -1.173     3.969
     1.346    -1.177     3.969
     1.348    -1.180     3.969
     1.350    -1.183     3.969
     1.352    -1.186     3.969
     1.354    -1.189     3.969
     1.356    -1.193     3.969
     1.358    -1.196     3.969
     1.360    -1.199     3.969
     1.362    -1.202     3.969
     1.364    -1.205     3.969
     1.366    -1.208     3.969
     1.368    -1.212     3.969
     1.370    -1.215     3.969
     1.372    -1.218     3.969
     1.374    -1.221     3.969
     1.376    -1.224     3.969
     1.378    -1.227     3.969
     1.380    -1.230     3.969
     1.382    -1.234     3.969
     1.384    -1.237     3.969
     1.386    -1.240     3.969
     1.388    -1.243     3.969
     1.390    -1.246     3.968
     1.392    -1.249     3.968
     1.394    -1.252     3.968
     1.396    -1.256     3.968
     1.398    -1.259     3.968
     1.400    -1.262     3.968
     1.402    -1.265     3.968
     1.404    -1.268     3.967
     1.406    -1.271     3.967
     1.408    -1.274     3.967
     1.410    -1.277     3.967
     1.412    -1.280     3.967
     1.414    -1.284     3.966
     1.416    -1.287     3.966
     1.418    -1.290     3.966
     1.420    -1.293     3.966
     1.422    -1.296     3.966
     1.424    -1.299     3.965
     1.426    -1.302     3.965
     1.428    -1.305     3.965
     1.430    -1.308     3.964
     1.432    -1.311     3.964
     1.434    -1.314     3.964
     1.436    -1.317     3.964
     1.438    -1.320     3.963
     1.440    -1.324     3.963
     1.442    -1.327     3.963
     1.444    -1.330     3.962
     1.446    -1.333     3.962
     1.448    -1.336     3.962
     1.450    -1.339     3.961
     1.452    -1.342     3.961
     1.454    -1.345     3.960
     1.456    -1.348     3.960
     1.458    -1.351     3.960
     1.460    -1.354     3.959
     1.462    -1.357     3.959
     1.464    -1.360     3.958
     1.466    -1.363     3.958
     1.468    -1.366     3.957
     1.470    -1.369     3.957
     1.472    -1.372     3.957
     1.474    -1.375     3.956
     1.476    -1.378     3.956
     1.478    -1.381     3.955
     1.480    -1.384     3.955
     1.482    -1.387     3.954
     1.484    -1.390     3.954
     1.486    -1.393     3.953
     1.488    -1.396     3.953
     1.490    -1.399     3.952
     1.492    -1.402     3.952
     1.494    -1.405     3.951
     1.496    -1.408     3.950
     1.498    -1.411     3.950
     1.500    -1.414     3.949
     1.502    -1.417     3.949
     1.504    -1.420     3.948
     1.506    -1.423     3.947
     1.508    -1.426     3.947
     1.510    -1.429     3.946
     1.512    -1.432     3.946
     1.514    -1.435     3.945
     1.516    -1.438     3.944
     1.518    -1.441     3.944
     1.520    -1.444     3.943
     1.522    -1.447     3.942
     1.524    -1.450     3.942
     1.526    -1.452     3.941
     1.528    -1.455     3.940
     1.530    -1.458     3.940
     1.532    -1.461     3.939
     1.534    -1.464     3.938
     1.536    -1.467     3.937
     1.538    -1.470     3.937
     1.540    -1.473     3.936
     1.542    -1.476     3.935
     1.544    -1.479     3.934
     1.546    -1.482     3.934
     1.548    -1.485     3.933
     1.550    -1.487     3.932
     1.552    -1.490     3.931
     1.554    -1.493     3.930
     1.556    -1.496     3.930
     1.558    -1.499     3.929
     1.560    -1.502     3.928
     1.562    -1.505     3.927
     1.564    -1.508     3.926
     1.566    -1.511     3.925
     1.568    -1.513     3.925
     1.570    -1.516     3.924
     1.572    -1.519     3.923
     1.574    -1.522     3.922
     1.576    -1.525     3.921
     1.578    -1.528     3.920
     1.580    -1.531     3.919
     1.582    -1.533     3.918
     1.584    -1.536     3.917
     1.586    -1.539     3.916
     1.588    -1.542     3.915
     1.590    -1.545     3.914
     1.592    -1.548     3.914
     1.594    -1.550     3.913
     1.596    -1.553     3.912
     1.598    -1.556     3.911
     1.600    -1.559     3.910
     1.602    -1.562     3.909
     1.604    -1.564     3.908
     1.606    -1.567     3.907
     1.608    -1.570     3.906
     1.610    -1.573     3.904
     1.612    -1.576     3.903
     1.614    -1.578     3.902
     1.616    -1.581     3.901
     1.618    -1.584     3.900
     1.620    -1.587     3.899
     1.622    -1.590     3.898
     1.624    -1.592     3.897
     1.626    -1.595     3.896
     1.628    -1.598     3.895
     1.630    -1.601     3.894
     1.632    -1.603     3.892
     1.634    -1.606     3.891
     1.636    -1.609     3.890
     1.638    -1.612     3.889
     1.640    -1.614     3.888
     1.642    -1.617     3.887
     1.644    -1.620     3.886
     1.646    -1.623     3.884
     1.648    -1.625     3.883
     1.650    -1.628     3.882
     1.652    -1.631     3.881
     1.654    -1.634     3.880
     1.656    -1.636     3.878
     1.658    -1.639     3.877
     1.660    -1.642     3.876
     1.662    -1.644     3.875
     1.664    -1.647     3.873
     1.666    -1.650     3.872
     1.668    -1.653     3.871
     1.670    -1.655     3.869
     1.672    -1.658     3.868
     1.674    -1.661     3.867
     1.676    -1.663     3.866
     1.678    -1.666     3.864
     1.680    -1.669     3.863
     1.682    -1.671     3.862
     1.684    -1.674     3.860
     1.686    -1.677     3.859
     1.688    -1.679     3.858
     1.690    -1.682     3.856
     1.692    -1.685     3.855
     1.694    -1.687     3.853
     1.696    -1.690     3.852
     1.698    -1.693     3.851
     1.700    -1.695     3.849
     1.702    -1.698     3.848
     1.704    -1.701     3.846
     1.706    -1.703     3.845
     1.708    -1.706     3.843
     1.710    -1.708     3.842
     1.712    -1.711     3.841
     1.714    -1.714     3.839
     1.716    -1.716     3.838
     1.718    -1.719     3.836
     1.720    -1.722     3.835
     1.722    -1.724     3.833
     1.724    -1.727     3.832
     1.726    -1.729     3.830
     1.728    -1.732     3.829
     1.730    -1.735     3.827
     1.732    -1.737     3.826
     1.734    -1.740     3.824
     1.736    -1.742     3.822
     1.738    -1.745     3.821
     1.740    -1.747     3.819
     1.742    -1.750     3.818
     1.744    -1.753     3.816
     1.746    -1.755     3.815
     1.748    -1.758     3.813
     1.750    -1.760     3.811
     1.752    -1.763     3.810
     1.754    -1.765     3.808
     1.756    -1.768     3.806
     1.758    -1.770     3.805
     1.760    -1.773     3.803
     1.762    -1.775     3.802
     1.764    -1.778     3.800
     1.766    -1.781     3.798
     1.768    -1.783     3.796
     1.770    -1.786     3.795
     1.772    -1.788     3.793
     1.774    -1.791     3.791
     1.776    -1.793     3.790
     1.778    -1.796     3.788
     1.780    -1.798     3.786
     1.782    -1.801     3.784
     1.784    -1.803     3.783
     1.786    -1.806     3.781
     1.788    -1.808     3.779
     1.790    -1.811     3.777
     1.792    -1.813     3.776
     1.794    -1.815     3.774
     1.796    -1.818     3.772
     1.798    -1.820     3.770
     1.800    -1.823     3.768
     1.802    -1.825     3.767
     1.804    -1.828     3.765
     1.806    -1.830     3.763
     1.808    -1.833     3.761
     1.810    -1.835     3.759
     1.812    -1.837     3.757
     1.814    -1.840     3.755
     1.816    -1.842     3.754
     1.818    -1.845     3.752
     1.820    -1.847     3.750
     1.822    -1.850     3.748
     1.824    -1.852     3.746
     1.826    -1.854     3.744
     1.828    -1.857     3.742
     1.830    -1.859     3.740
     1.832    -1.862     3.738
     1.834    -1.864     3.736
     1.836    -1.866     3.734
     1.838    -1.869     3.732
     1.840    -1.871     3.730
     1.842    -1.874     3.728
     1.844    -1.876     3.726
     1.846    -1.878     3.724
     1.848    -1.881     3.722
     1.850    -1.883     3.720
     1.852    -1.885     3.718
     1.854    -1.888     3.716
     1.856    -1.890     3.714
     1.858    -1.892     3.712
     1.860    -1.895     3.710
     1.862    -1.897     3.708
     1.864    -1.899     3.706
     1.866    -1.902     3.704
     1.868    -1.904     3.702
     1.870    -1.906     3.700
     1.872    -1.909     3.698
     1.874    -1.911     3.696
     1.876    -1.913     3.693
     1.878    -1.916     3.691
     1.880    -1.918     3.689
     1.882    -1.920     3.687
     1.884    -1.922     3.685
     1.886    -1.925     3.683
     1.888    -1.927     3.681
     1.890    -1.929     3.678
     1.892    -1.931     3.676
     1.894    -1.934     3.674
     1.896    -1.936     3.672
     1.898    -1.938     3.670
     1.900    -1.941     3.667
     1.902    -1.943     3.665
     1.904    -1.945     3.663
     1.906    -1.947     3.661
     1.908    -1.949     3.658
     1.910    -1.952     3.656
     1.912    -1.954     3.654
     1.914    -1.956     3.652
     1.916    -1.958     3.649
     1.918    -1.961     3.647
     1.920    -1.963     3.645
     1.922    -1.965     3.642
     1.924    -1.967     3.640
     1.926    -1.969     3.638
     1.928    -1.972     3.635
     1.930    -1.974     3.633
     1.932    -1.976     3.631
     1.934    -1.978     3.628
     1.936    -1.980     3.626
     1.938    -1.982     3.624
     1.940    -1.985     3.621
     1.942    -1.987     3.619
     1.944    -1.989     3.616
     1.946    -1.991     3.614
     1.948    -1.993     3.612
     1.950    -1.995     3.609
     1.952    -1.998     3.607
     1.954    -2.000     3.604
     1.956    -2.002     3.602
     1.958    -2.004     3.599
     1.960    -2.006     3.597
     1.962    -2.008     3.594
     1.964    -2.010     3.592
     1.966    -2.012     3.589
     1.968    -2.014     3.587
     1.970    -2.017     3.584
     1.972    -2.019     3.582
     1.974    -2.021     3.579
     1.976    -2.023     3.577
     1.978    -2.025     3.574
     1.980    -2.027     3.572
     1.982    -2.029     3.569
     1.984    -2.031     3.567
     1.986    -2.033     3.564
     1.988    -2.035     3.562
     1.990    -2.037     3.559
     1.992    -2.039     3.556
     1.994    -2.041     3.554
     1.996    -2.043     3.551
